Author,Headline,Summary,Article links,Articles
Krishna Veera Vanamali,"Banks, authorities colluded with Amrapali to divert funds: SC","The Supreme Court on Tuesday said banks and local authorities colluded with Amrapali Group in the misappropriation of loans and homebuyers' funds meant for housing projects. ""Banks failed to monitor utilisation of the borrowed funds and they acted as mute spectators to the diversion of funds,"" it said. A forensic audit revealed that Amrapali diverted ?3,500 crore of homebuyers' money.",https://in.reuters.com/article/india-property/indian-banks-pulled-up-by-supreme-court-for-collusion-with-real-estate-firm-amrapali-idINKCN1UI270?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"The Supreme Court on Tuesday said several banks had colluded with Amrapali Developers, one of India’s largest real estate firms, in the misappropriation of loans meant for housing projects.
The Supreme Court criticised the lenders for failing to monitor the end use of loans to the company, one of several developers in India to hit financial trouble in recent years after a decade-long building boom.
More than 40,000 homebuyers are suing Amrapali in a long running legal battle over delays to projects, many of which have not yet been started even though customers have made payments.
“The authorities and bankers have violated the doctrine of public trust and their officials, unfortunately, acted in collusion with builders,” a two-judge bench of the Supreme Court said on Tuesday, referring to state development authorities.
The Bank of Baroda and Corporation Bank — Amrapali lenders criticised by the court — did not respond to requests for comment.
A court-ordered forensic audit of Amrapali released in May said the firm defrauded its customers out of around 35 billion rupees ($507.88 million) by diverting home buyers’ funds. It also said that loans taken by banks had also been diverted by the promoters to increase their own personal wealth. Amrapali has not commented on the audit.
A government-run construction company has been delegated with completing the unfinished projects of the group.
"
Krishna Veera Vanamali,29-yr-old postpones $4.5 mn lunch with Buffett due to kidney stones,"Chinese cryptocurrency entrepreneur Justin Sun postponed his $4.57 million charity lunch with Warren Buffett after falling ill with kidney stones. The 29-year-old, who founded Tron cryptocurrency, denied reports that he was involved in illegal fundraising and money laundering. Sun added a report by a Chinese publication stating he had been barred from leaving the country was ""completely false"".",https://www.reuters.com/article/us-buffett-lunch-delay/warren-buffetts-charity-lunch-postponed-after-cryptocurrency-promoter-falls-ill-idUSKCN1UI0K1?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Sun had been scheduled to dine with Buffett on July 25 at the Michelin-starred Quince restaurant in San Francisco after he won an auction to benefit Glide, a charity in the city.
Sun’s Tron Foundation said all parties have agreed to reschedule the lunch. Buffett’s assistant did not immediately respond to a request for comment.
Buffett, the billionaire chairman of Berkshire Hathaway Inc (BRKa.N), has long been a skeptic of cryptocurrency.
He once called bitcoin “probably rat poison squared,” and at Berkshire’s annual meeting in May likened wagering on bitcoin to betting on zero or double-zero on a Las Vegasroulette wheel.
Sun had said that he hoped dining with Buffett would “bridge the gap between institutional and traditional investors and the realm of cryptocurrency and blockchain technology.” Buffett has raised about $34.2 million for Glide, a charity that serves the poor, homeless and those battling substance abuse, in 20 annual auctions since 2000. Glide said on Tuesday it has received Sun’s entire donation.
Sun on Tuesday denied a Chinese media report suggesting he engaged in improper activities in China.
He wrote on his Weibo social media account that rumors circulating online about illegal fundraising and about money laundering were untrue, and that Singapore-based Tron complied with local laws there.
Later on Wednesday, he said a report by Chinese financial magazine Caixin, stating he had been barred from foreign travel by Chinese authorities, was “completely false”.
Tron launched its TRX token in 2017, raising about $70 million in an initial coin offering, and acquired San Francisco-based BitTorrent for $120 million last year. It has said its goal is to establish a decentralized internet.
Tron’s cryptocurrency was down 11.2% on Tuesday afternoon, according to the website CoinMarketCap.com, giving it a value of about $1.68 billion.


"
Merin Joseph,Prannoy knocks Srikanth out of Japan Open in first round,"World number 10 shuttler Kidambi Srikanth crashed out of Japan Open after losing to compatriot and world number 34 HS Prannoy in the first round on Wednesday. Srikanth lost with a scoreline of 21-13, 11-21, 20-22 in 59 minutes. Meanwhile, world number five women's singles player PV Sindhu will begin her Japan Open campaign today against China's Han Yue.",https://www.thequint.com/sports/badminton/kidambi-srikanth-knocked-out-round-1-japan-open-2019-hs-prannoy?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Ace Indian shuttler Kidambi Srikanth's bad run in 2019 continued as he bowed out of the Japan Open after suffering a stunning defeat to compatriot H.S. Prannoy in the opening round of the $750,000 tournament on Wednesday.
Prannoy defeated Srikanth 13-21, 21-11, 22-20 in a match that lasted for an hour.
Eighth seed Srikanth was able to clinch the first game comprehensively 21-13. However, Prannoy came out with a stunning fightback in the next two games to clinch the match and progress to the next round of the competition.
In the Indonesia Open as well, Srikanth was not able to go far as he suffered a 17-21, 19-21 loss to NG Ka Long Angus of Hong Kong in a 39-minute second round contest.
Meanwhile, in the mixed doubles event, the Indian pair of Pranaav Jerry Chopra and Reddy N. Sikki also crashed out of the tournament after losing their opening match 11-21, 14-21 to Chinese pair of Zhend Si Wei and Huang Ya Qiaong in less than 30 minutes.
Later in the day, Sameer Verma and P.V. Sindhu will be beginning their campaign. Verma will face Denmark's Anders Antonsen while Sindhu will compete against China's Yue Han.

"
Kanishka Pandey,Apple hires engineer who led design of Tesla's car interiors,"Apple has hired Steve MacManus, former Vice President of Engineering at Tesla who had led the interior designing for the electric carmaker from 2015, as a Senior Director. Prior to working for Tesla, MacManus had worked for Aston Martin, Bentley Motors and Jaguar & Land Rover. Apple is reportedly working on its own self-driving electric car under its 'Project Titan'.",https://www.engadget.com/2019/07/23/apple-hires-tesla-vp/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Nobody really knows -- except those inside the company -- what Apple has planned for self-driving cars, but it appears to be making moves to ensure it has the right people to be a major player. Apple has lured over another big name from its potential rival, with Steve MacManus, the former Vice President of Engineering at Tesla, joining the company.
MacManus was responsible for the engineering of the interior of Tesla vehicles and has also worked for other big companies in the automotive industry like Aston Martin, Jaguar and Bentley & Land Rover. He is now a Senior Director at Apple. The move was highlighted by Bloomberg and is confirmed on MacManus' LinkedIn profile.
Apple has long been rumored to be working on its own autonomous vehicle as part of its electric car project Project Titan. The company has been active in the automotive sector recently, acquiring self-driving startup drive.ai last month. Hiring MacManus could be an indication that Apple intends to design its own vehicle in the future, or it could be that the company intends to apply his design skills to other Apple products.
While there is often exchange of engineers between Apple and Tesla, this hiring at the executive level has analysts wondering if the companies could have plans for some kind of joint project. Two other executives have made the move from Tesla to Apple in the last year -- Michael Schwekutsch, the former head of electric powertrains, and Doug Field, former senior VP of engineering.

"
Shashank Verma,Biswabhusan Harichandan takes oath as Andhra Pradesh Guv,"Biswabhusan Harichandan took oath as the Governor of Andhra Pradesh at a function held at the temporary Raj Bhavan, Vijayawada. Acting Chief Justice of the state High Court C Praveen Kumar administered the oath of office to Harichandan. The swearing-in ceremony took place in the presence of CM YS Jagan Mohan Reddy, TDP chief N Chandrababu Naidu and other dignitaries.",https://www.aninews.in/news/national/politics/biswabhusan-harichandan-takes-charge-as-andhra-pradesh-governor20190724123536/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Biswabhusan Harichandan on Wednesday took charge as the new governor of. His oath was administered by the state's High Court acting Chief Justice C Praveen Kumar. The swearing-in ceremony took place at Raj Bhavan here in the presence of Chief Minister YS Jaganmohan Reddy, his cabinet members, state speaker Tammineni Seetaram, Telugu Desam Party chief N Chandrababu Naidu and other dignitaries. Earlier today, the Andhra Pradesh Assembly was adjourned till 1 pm as the new governor was going to take charge. The house was adjourned after question hour was held for a brief time. Before the adjournment, TDP MLAs staged a walkout after raising slogans demanding chance for Chandrababu Naidu to speak in the House. Speaker Tammineni Seetaram did not accept their demand, leading to opposition leaders walking out of the House. Naidu, along with TDP MLAs and MLCs, held a protest in Andhra Pradesh Assembly corridor demanding suspension of three MLAs of their party to be reversed, just before the start of the day's proceedings. When the Chief Minister's convoy was entering the assembly, MLAs raised slogans against him and later entered the House. On Tuesday, Naidu and his party MLAs walked out of the Legislative Assembly opposing the move to suspend three of its members on charges of obstructing proceedings of the House. The three suspended members include K Atchannaidu, Gorantla Butchaiah Chowdary and Nimmala Ramanaidu. The trio was suspended after Legislative Affairs Minister Buggana Rajendranath moved a motion against them as they surrounded the speaker's chair protesting the government's response on pensions for women belonging to backward and minority communities. The budget session of the Assembly started on July 11 and will continue till July 30."
Shashank Verma,One day BJP will discover not everything can be bought: Priyanka,"After the Congress-JD(S) government lost the trust vote in Karnataka Assembly, Congress leader Priyanka Gandhi criticised the BJP saying that one day they'll discover that ""everything cannot be bought"". She added that until then, the people will have to ""endure their unbridled corruption"". Priyanka said, one day they'll realise that everyone cannot be bullied and every lie is ""eventually exposed"".",https://www.india.com/news/india/one-day-bjp-will-discover-not-everything-can-be-bought-priyanka-gandhi-after-karnataka-govt-falls-3725551/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Congress general secretary Priyanka Gandhi Vadra slammed the BJP after the 14-month-old Congress-Janata Dal (Secular) coalition government in Karnataka failed to prove its majority in the floor test in the state Assembly.
In a two-part tweet, the Uttar Pradesh (East) Congress in-charge late on Tuesday tweeted, “One day the BJP will discover that everything cannot be bought, everyone cannot be bullied and every lie is eventually exposed..”
She further said, “Until then I suppose, the citizens of our country will have to endure their unbridled corruption, the systematic dismantling of institutions that protect the people’s interests and the weakening of a democracy that took decades of toil and sacrifice to build.”
Priyanka’s remarks come after the Congress-JD(S) government lost the trust vote on the floor of the Karnataka Assembly by six votes after a four-day debate on the confidence motion that was moved by Chief Minister H.D. Kumaraswamy.
Of the 225-member Assembly, 20 legislators were absent for the floor test, reducing the House strength to 205 with 103 as the halfway mark for simple majority. In the division of votes, 99 were for the motion and 105 against it.
Of the 20 legislators who were absent for the floor test, 15 were rebels of the Congress-JD(S) coalition, two Congress members who are in private hospitals in the city and in Mumbai for treatment, two Independents and one Bahujan Samaj Party (BSP) member.
Soon after the floor test, BSP supremo Mayawati expelled N. Mahesh, the party’s MLA from Kollegal in Karnataka, for abstaining from voting.

"
Shashank Verma,"Congress-JD(S) misrule ended, people happy: Sadananda Gowda","After the Congress-JD(S) government lost the trust vote in Karnataka, Union Minister Sadananda Gowda said that the misrule of the coalition has ended and the state people are ""very happy"". He added that the BJP showed solidarity without taking assistance from the rebel MLAs in the House. Gowda said that the Karnataka BJP should form the government at the earliest.",https://www.aninews.in/news/national/politics/misrule-of-congress-jds-has-ended-sadananda-gowda20190723221418/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Buoyed by BJP's victory in the confidence motion in Karnataka Assembly, Union Minister D V Sadananda Gowda on Tuesday said that the misrule of Congress-JD(S) coalition government has come to an end and the people of the state are very happy.""The people of Karnataka are very happy. The misrule of Congress and JD(S) has ended. We got an absolute majority. In its own strength, BJP showed our solidarity on the floor of the House without taking any assistance from those who went out of Congress and JD(S). The Speaker should accept their resignations soon,"" Gowda, a former chief minister, told ANI.He said that it is now the responsibility of the BJP to form the government to provide good governance to the people of Karnataka.""It is the responsibility of BJP in Karnataka to form the government under the leadership of BS Yeddyurappa at the earliest. Good governance should be given to the people,"" Gowda further said.Echoing similar sentiments, former Karnataka chief minister and BJP leader Jagadish Shettar told ANI, ""Their (rebel MLAs) resignations have not yet been accepted by the Speaker. After the acceptance of resignations, they have to decide whether to join BJP or not"". ""In the present scenario we have 105 MLAs, which is a majority for BJP. We will form a stable government,"" he added. With 20 of its MLAs defying party whips, the 14-month-old Congress JD(S) coalition government in Karnataka fell after its defeat on the floor of the Assembly forcing Chief Minister HD Kumaraswamy to resign. The 12-day political drama triggered by the resignations of 12 MLAs belonging to the coalition who submitted their papers at the speaker's office and left for Mumbai where they were holed up in a hotel defying their party whips to be present and voting on the trust motion today. Immediately after the defeat, Kumaraswamy rushed to Governor Vajubhai Vala and submitted his resignation. The Governor accepted the resignation.In the 224-member House, only 204 were present and voted in the division pressed by Leader of the Opposition Yeddyurappa after the voice vote. Yeddyurappa and other BJP members showed victory signs in the House while the ruling coalition members quietly walked out.""It is the victory of democracy. People were fed up with the Kumaraswamy government. I want to assure people of Karnataka that a new era of development will start now,"" Yeddyurappa said after the vote.Following this, BJP supporters celebrated the fall of the government at the party's state office in Bengaluru."
Shashank Verma,"11 arrested, 500 kg of cannabis worth ?50 L seized in Vizag","Police along with Prohibition and Excise Department officials on Tuesday arrested 11 people and seized 500 kg of cannabis worth ?50 lakh in Andhra Pradesh's Visakhapatnam. A jeep used in the transportation of the drug was also seized by the team. On Sunday, one person was arrested and cannabis worth ?25 lakh was seized from his car in the district.",https://www.aninews.in/news/national/general-news/500-kilograms-of-cannabis-worth-rs-50-lakh-seized-in-visakhapatnam-11-arrested20190724061653/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Police along with Prohibition and Excise Department officials seized 500 kilograms of cannabis worth Rs 50 lakh and arrested 11 persons from Gangaraju Madugula here on Tuesday.The team also seized a jeep used in transportation of the drug.""Nearly 12 vehicles used for smuggling were seized in last 10-12 days in Anakapalli range. Search is on for the three main accused involved in smuggling of cannabis,"" said Excise official.In another incident, one person was arrested and over 195 kilograms of cannabis worth 25 lakh was seized from his car on July 21.On July 12 around 1400 kilograms of cannabis were seized from two vans at Neelampet junction in Visakhapatnam rural. The vans were coming from Sileru. Cannabis were sealed inside potatoes ."
Shashank Verma,Lightning strikes kill at least 32 in last 24 hours in Bihar,"At least 32 people died and over a dozen were injured in the last 24 hours due to incidents of lightning strikes across Bihar, an official said. The state government has announced a compensation of ?4 lakh each to the kin of dead, a Disaster Management Department official said. In Jamui, eight people died, while seven people died in Aurangabad.",https://www.timesnownews.com/india/article/at-least-32-people-killed-by-lightning-in-bihar/458261?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"At least 32 people, including women and children, were killed and over a dozen injured in incidents of lightning strikes across Bihar in last 24 hours, an official said on Wednesday.
Eight deaths were reported in Jamui, seven in Aurangabad, five in Banka, three each in Bhagalpur and Rohtas districts followed by two deaths in Nalanda and one death each in Gaya, Munger, Katihar and Araria districts.
""The state government has ordered ex-gratia payment of Rs 4 lakh each to the kin of those who lost their lives,"" said an official of the Disaster Management Department.
According to the weather office, lightning strikes occur in the state during the June-September monsoon season.

"
Nandini Sinha,Mark Esper sworn in as US Defence Secretary,"Army veteran Mark Esper was sworn in as the US' Defence Secretary on Tuesday following confirmation by the Senate. Esper succeeds James Mattis, who resigned in December last year following differences with US President Donald Trump over the withdrawal of American troops from Syria. Esper has also worked as a lobbyist for the military contractor firm Raytheon.",https://www.theguardian.com/us-news/2019/jul/23/mark-esper-sworn-in-as-us-defense-secretary-following-record-vacancy?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Mark Esper, an army veteran and former defense industry lobbyist, was sworn in as the US secretary of defense after receiving Senate confirmation on Tuesday.
Esper’s confirmation, by a vote of 90-8, comes after a seven-month vacancy in the post. He was sworn in hours later at the White House by the supreme court justice Samuel Alito in a ceremony attended by Donald Trump.
“He’s going to be a great one,” Trump predicted at the swearing-in.
Esper will succeed the Marine general Jim “Mad Dog” Mattis. His confirmation ends a record stretch for the Pentagon without a secretary of defense, which began when Mattis stepped down last December after clashing with Trump over the withdrawal of US troops from Syria and Afghanistan.
Trump initially nominated Patrick Shanahan, who served as acting secretary of defense until the disclosure of domestic violence incidents within his family caused the former Boeing executive to withdraw from the nomination process in June.
One of the central questions facing Esper is whether he can settle the Pentagon’s leadership turmoil. Several key leadership posts are vacant or will be imminently, including deputy secretary of defense, vice-chairman of the Joint Chiefs of Staff, and head of US Strategic Command.
The larger question for Esper, who served as secretary of the army in 2017 after leaving the private sector, will be the unfolding crisis with Iran.
Esper has a wide range of experience in defense matters, including time on Capitol Hill as a congressional staff member.
He also has some first-hand knowledge of the region, having served in the 101st airborne division and participated in the 1990-91 Gulf war. He later served as the deputy assistant secretary of defense for negotiations policy during the George W Bush administration.
Esper worked was a lobbyist for Raytheon, a major defense contractor, for several years before becoming army secretary. He has said he intends to continue the Trump administration’s focus on improving the combat preparedness of the military, nurturing security alliances around the world, and reforming Pentagon business practices.
“Esper’s background is in the military and in the private sector at Raytheon working with the Pentagon, but not in negotiating a delicate settlement with a country the US has a checkered relationship with,” Carl Tobias, a professor of law at the University of Richmond, told the Guardian.
 “I don’t know how much of a diplomat or statesman he is and that’s what this is all about – finding some way to tamp down the tension that’s so high right now.”
The big question is whether Esper can improve the Pentagon’s influence within the administration and counter the influence of Iran hawks, including the secretary of state, Mike Pompeo, and the national security adviser, John Bolton.
“First off, he has to get in to the good graces of the president and move the president away from some of the pressure from Bolton and Pompeo, to back down a little and not confront Iran all the time,” added Tobias. “Maybe he’s smart enough to know how to navigate that and has a pragmatic view of what this could lead to because he’s been there.”
At a minimum, Esper’s rapid confirmation suggests the Senate would rather have him in place than an empty post.
Eight Democratic senators voted against Esper’s nomination, including the 2020 presidential hopeful Senator Elizabeth Warren, who has been sharply critical of him for declining to recuse himself from all matters involving Raytheon for the duration of his government service.
“This smacks of corruption, plain and simple,” Warren said at the confirmation hearing. “Will you commit that during your time as defense secretary that you will not seek any waiver that will allow you to participate in matters that affect Raytheon’s financial interests?” Esper said he would not.
The Democratic representative Adam Smith, who is chairman of the House armed services committee, said he was encouraged by Esper’s confirmation but worried by the continuing problem of vacancies in the Pentagon.
“The complex challenges that we face around the globe are too serious for key positions at the Department of Defense to remain transient,” Smith said.
“Instead, our country needs predictable leadership at the Pentagon, capable of withstanding internal political pressure in what has been a historically turbulent administration.”

"
